"","screen_name","text","lang","name","location","description","account_lang","place_name","place_full_name","place_type","country","country_code","user_id","status_id","created_at","source","display_text_width","reply_to_status_id","reply_to_user_id","reply_to_screen_name","is_quote","is_retweet","favorite_count","retweet_count","ext_media_type","quoted_status_id","quoted_text","quoted_created_at","quoted_source","quoted_favorite_count","quoted_retweet_count","quoted_user_id","quoted_screen_name","quoted_name","quoted_followers_count","quoted_friends_count","quoted_statuses_count","quoted_location","quoted_description","quoted_verified","retweet_status_id","retweet_text","retweet_created_at","retweet_source","retweet_favorite_count","retweet_retweet_count","retweet_user_id","retweet_screen_name","retweet_name","retweet_followers_count","retweet_friends_count","retweet_statuses_count","retweet_location","retweet_description","retweet_verified","place_url","status_url","url","protected","followers_count","friends_count","listed_count","statuses_count","favourites_count","account_created_at","verified","profile_url","profile_expanded_url","profile_banner_url","profile_background_url","profile_image_url"
"122","Yoriana73671972","Tan bello .....

#BBMAsTopSocial 
BTS
@BTS_twt https://t.co/pz4pNH5JPc","in","Yoriana","La paz bolivia ","Conocer y experimentar ... Son las únicas formas de hacernos disfrutar la vida ... Tropezar caer y lograr levantarse son parte de vivir","es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","BCSur_2015","Dáte un respiro https://t.co/z8DMEbl8Lo https://t.co/5l7I7leBsN","pt","EleccionesBCSur","La Paz","Feed de noticias - Seguimiento del proceso electoral y político en Baja California Sur 2015","es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","SmoonSl","@TataQuispe Spoiler alert!!! Tata te ""wrayasss"" 🙄","tr","SmoonS","La Paz, Bolivia","🤔👽🤖🏃🗣","es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","MaximRusBol","@adagamov Дед? Кто бы говорил 🤣","ru","Максим Трухильо","La Paz, Bolivia","","ru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","lucasgarciaa12","@MaarReinaa Hola Maar","nl","Lucas♊","La Paz ","nunca dejes que alguien te diga que no puedes hacer algo 
snap  luucasgar~
insta  lucasgarciaaa1~","es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Maungot_ordonio","Bukas na pala yun yes","tl","Russ♡","Pango🐷","Philippians 1:29","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","ceciliasaachz","I love traditional mandarin and I'm very happy to keep learning more every day 🤓

我喜歡傳統的普通話，我很樂意每天繼續學習 https://t.co/XFXMJNxZZk","zh","Cecilia Saavedra","La Paz - Bolivia","Comunicadora y periodista de profesión,  AMO a los animales, busco rumbos nuevos y un trabajo que me guste hacer, adicta a Bon Jovi, al café y a los policiales.","es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","ceciliasaachz","I love traditional mandarin and I'm very happy to keep learning more every day 🤓

我喜歡傳統的普通話，我很樂意每天繼續學習 https://t.co/XFXMJNxZZk","zh","Cecilia Saavedra","La Paz - Bolivia","Comunicadora y periodista de profesión,  AMO a los animales, busco rumbos nuevos y un trabajo que me guste hacer, adicta a Bon Jovi, al café y a los policiales.","es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","DavidRocabado","Lord Ganesh ji https://t.co/dMa4J8LDZT","hi","David Rocabado","La Paz Bolivia","Venta Impresoras, PCs, Notebooks, Tinta y Toners, Budismo Tibetano, Yoga, Taichi, Meditacion,","es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","MauuriHernandez","De jong https://t.co/rUfTPYIVcW","no","Mauri","La Paz ","Persevera y triunfaras ⚽","es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","CWennerholm","Tarwi är en lupin/baljväxt m mkt högt proteinvärde och goda miljöeffekter om växer i Bolivia. @Sida s Kåre Johard o Erik Pettersson besökte @swedeninlapaz program m @Swisscontact. #klimatanpassning #bredarerelationer #potentialförhandel #innovationoförbättring https://t.co/jtcK94f2mU","sv","Carolina Wennerholm","La Paz, Bolivia","Head of Cooperation, Swedish Embassy in Bolivia @sida","sv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","YoOnMiN_9395SS","#BBMAsTopSocial 
@BTS_twt 
Rosa","fi","♡♡♡YOONMIN IS PERFECT♡♡♡🌸","Bolivia-la paz","Love Sakura🌸🌸🌸... Love Black🖤🖤🖤... Love Bqngtan🌟🌟🌟...","es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","JAVERNES","1 de mayo, Plaza Humboldt 10:30 am https://t.co/eoVXBdsgP9","da","Javo Ferreira","La Paz Bolivia","","es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","_colla9e","Perspetkywa: Summit – IBM/Oak Ridge National Laboratory-&gt; ~143.5 petaflops (flops -&gt; jednostka mocy obliczeniowej komputerów) 1 PFLOPS-&gt; około one milion bilion kalkulacji na sekundę, gdyby wykonać 1 kalkulację na sekundę to człowiekowi zajęło by to około 32,000,000 lat","pl","colla9e","La Paz, Bolivia","sometimes thinking, sometimes watching, sometimes reading, sometimes...    disturb or be disturbed either way be on the edge… otherwise you just dying","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","WAYNUCHO","Gárgolas ... https://t.co/2CctP7SViP","hu","WAYNUCHO ATIGRADO","La Paz - BOLIVIA ","Naci Aurinegro, Morire Aurinegro ... No existe otra opcion!! ...","es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","kathyastulla","@SUPRA15323535 Boki, Cacho, Dago💚🐕🐕🐕
Mishi💚🐈","eu","Kathy Astulla","La Paz, Bolivia","Sin prisas, con ilusión como todo lo bonito🕶👐🏻💕","es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","MarcosValdez123","@AndreaFranco_na Jalouuu","cs","MVV","La Paz","Cagandola desde 1996","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","EstadisticoBo","#CopaLibertadores
FINAL
Wilstermann 3-2 Athético Paranaense","ro","Víctor Quispe Perca","La Paz- El Alto","Jefe de Deportes de La Prensa. La Paz Bolivia, estadístico, fotógrafo, dibujante, viajero, amante de la música y los deportes","es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","emiliowilde","My Tweeted Times https://t.co/WN28nBSyRI - top stories by @CNNSitRoom","en","Emilio Ibañez Wilde","La Paz, BOLIVIA","I'm Mechanical Engineer but actually work as IT Engineer at my own Company.","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","AndresMallo11","1, 2, chá chá chá https://t.co/rfVNtDjG6i","vi","Andres Mallo","La Paz","Activista, gestor cultural y periodista boliviano","es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","jensondesign","Getting Started with Handlebars.js https://t.co/lV8VJX0q6x vía @sabe_io","is","Jenson Design","La Paz","Diseño y desarrollo Web Front-End - UI/UX Design","es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Yoriana73671972","Tan bello .....

#BBMAsTopSocial 
BTS
@BTS_twt https://t.co/pz4pNH5JPc","in","Yoriana","La paz bolivia ","Conocer y experimentar ... Son las únicas formas de hacernos disfrutar la vida ... Tropezar caer y lograr levantarse son parte de vivir","es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","ceciliasaachz","I love traditional mandarin and I'm very happy to keep learning more every day 🤓

我喜歡傳統的普通話，我很樂意每天繼續學習 https://t.co/XFXMJNxZZk","zh","Cecilia Saavedra","La Paz - Bolivia","Comunicadora y periodista de profesión,  AMO a los animales, busco rumbos nuevos y un trabajo que me guste hacer, adicta a Bon Jovi, al café y a los policiales.","es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","AlfredoManzanoZ","#GOT #Spoiler Episode 2 😂 https://t.co/DTJ9NjdJqi","sl","A Manzz","La Paz, Bolivia","","es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","SoleAlex25","@snow_eriL @weareoneEXO Diecisiete
#BBMAsTopSocial EXO @weareoneEXO","lv","Soledad Hilario 🇧🇴","La Paz, Bolivia","No permitas que los pájaros de la tristeza hagan un nido en tu cabeza 😄💕

EXO-L y Boice 💙
Firelight 🐕💕🐕","es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","F8rzuna","@AHNamja @GOT7Official I'm Out jajaja #BBMAsTopSocial Got7  @GOT7Official","et","GOT7💚First Love💚","La Paz-Bolivia","Got7💚 Ahgase🐣💚  IGOT7💚🐥


Instagram: ferzuna","es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Maungot_ordonio","Bukas na pala yun yes","tl","Russ♡","Pango🐷","Philippians 1:29","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Gatanis","Tan yo... 😍😍😍 https://t.co/kdxhgl5DfI","ht","Ana Celina Ortega","La Paz - Bolivia","Tigre, católica y de derecha (liberal)... Pero ante todo madre, esposa y amiga.","es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","ramiromora","¿Digimon o Pokémon? https://t.co/unahiS4LLF","cy","Ramiro Mora","La Paz - Bolivia","Ingeniero en electrónica, docente universitario y consultor.","es",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","OlgaOa24","@eric__mine @KeBinSoreasmey @ThierryMARIANI Cette Loiseau imbécile devrait être fière d’avoir milité avec le GUD. Le vrai problème c’est son reniement.","fr","Olga Alexandrovna","Душанбе","Lundi, c'est jour de marché…","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","abdullaev","Kids? In #Tajikistan we only like to make them :(. #parking https://t.co/iKc7bUGanK","en","Ravshan","Dushanbe, Tajikistan","🙃","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Jamolid03840232","حديقة الانتصار في العاصمة دوشنبه https://t.co/fuflDUmMjL","ar","Jamoliddin","Dushanbe","‏السياحة والسفر في طاجكستان
مرشد سياحي و سائق في جمهورية طاجكستان 
+992909773360","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","tanabe_hideki","これ、日本から買ってきて、って頼まれたんだけど、どこに売ってます？ https://t.co/Nt3i7qpOFg","ja","Hideki TANABE","Dushanbe","Pi-chiku Pa-chiku from Tajikistan","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","APML_Pakistan","Justice Nisar
Salute.
Khosa a shame.
Dalla at Lohar HC.","es","Haroon Ch.Tajikistan","Dushanbe Tajikistan","Key to political Independence lies in Economic Independence. Striving to contribute in economic Prosperity of Pakistan. Views expressed do not represent APML","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","OlgaOa24","Bravo Borna ! https://t.co/5fS1EnMEeT","it","Olga Alexandrovna","Душанбе","Lundi, c'est jour de marché…","fr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Chef212Moeslim","@mohmahfudmd Lagian apa urusan and aprof?
Nyambangi KPU. 
Ada tugas dari Negara atau dari sekelompok orang?
Biarkan Proses berlangsung.. 
Masing2 menyiapkan data2.
Masing2 menampilkan Bukti2 kecurangan.  Sampai nanti Di MK","in","Sony Dushanbe Svasiba","Dushanbe","I am a Chef, but awarnes with environment around me. Specialy for  Islam...","id",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","rsolehov","Ikinci paragraf savasin gercekleri.. https://t.co/Doyd1XK196","tr","Rahmatullo","Dushanbe","В жизни как в лифте: то вверх, то вниз, то на ремонте","ru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","KayumarsA","""Мусофирон хунук хӯрдаанд, гурусна мондаанд. Мо ҳайронем, ки ба ақиб баргардем, ё мунтазир монем. Баъзе аз мусофирон билети ҳавопаймо доранд ва бояд аз Хуҷанд ба Русия парвоз кунанд. Баъзеи дигар... https://t.co/HHuXGE9TpC","ru","Kayumars Ato","Душанбе, Таджикистан","Корманди торнамо (сайт)-и бахши точикии @RadioiOzodi дар Душанбе.
mob: (+992) 981032953","ru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","main_tanzeem","@yasmeen_9 Faisalabad","tl","Tanzeem","Dushanbe","","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","NitishK30960918","@news24upuk @news24tvchannel @yadavakhilesh @samajwadiparty @ghanshyamtiwari @Mayawati तब तो सपा का नया नाम सर्मकरो पार्टी होना चाहिए","hi","Chawkidar Nitish kumar singh lucky","Kasimabad","जय हिन्दू जय हिंदुत्व जय हिंद","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","MMalikzad","محفل رونمايي از كتاب شعر خانم ناجيه كريم به خط تاجيكي در تاجيكستان ازطرف كانون فرهنگي آغاخان در شهر دوشنبه برگزار شد. https://t.co/S82bG0vo3j","fa","Mojeebullah Malikzad","Tajikistan dushanbe ","","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","APML_Pakistan","جائز اولاد لندن میں مزے لے رہے ہیں،اور نا جائز اولاد سوشل میڈیا پر عمران خان پر بھونک رہے","ur","Haroon Ch.Tajikistan","Dushanbe Tajikistan","Key to political Independence lies in Economic Independence. Striving to contribute in economic Prosperity of Pakistan. Views expressed do not represent APML","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","RadioiOzodi","Президенти Тоҷикистон озими Чин шуд https://t.co/syqs4jFayY","uk","Радиои Озодӣ","Dushanbe","Ахбори тозаи Тоҷикистону ҷаҳон, видео ва барномаҳои радиоӣ дар торнамои Бахши тоҷикии Радиои Озодӣ.","en",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
